name,domain,category,description,audience_estimate,audience_period,audience_source_url,audience_checked_at,public_attributes,featured_rank
CAPRICHO,capricho.abril.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3136},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://capricho.abril.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Venda de exemplares""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
MANDA NOTÍCIAS,mandanoticias.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":16363},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.mandanoticias.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Crowdfunding"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Podcast"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
QUATRO RODAS,quatrorodas.abril.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3135},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://quatrorodas.abril.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Venda de exemplares""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Possui alguma edição impressa (secundária)"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
R7,r7.com,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3137},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.r7.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Newsletters"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
VOCÊ RH,vocerh.abril.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3180},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://vocerh.abril.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Podcast"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BOM DIA SÃO JOSÉ DO RIO PRETO,grupobomdia.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São José do Rio Preto, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3072},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São José do Rio Preto · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://grupobomdia.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
CLICK GUARULHOS,clickguarulhos.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: Guarulhos, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":11874},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Guarulhos · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.clickguarulhos.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Parcerias"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Possui alguma edição impressa (secundária)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
DE OLHO NOS RURALISTAS,deolhonosruralistas.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":20435},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://deolhonosruralistas.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Crowdfunding"",""Doações diretas"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Jornalismo de dados/Análise de dados"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
EMERGE MAG,emergemag.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":17131},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://emergemag.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Crowdfunding"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Prestação de serviços"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
GAZETA REGIONAL,gazetaregional.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: Jaguariúna, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3924},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Jaguariúna · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://gazetaregional.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Possui alguma edição impressa (secundária)"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ITAPONEWS,itaponews.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: Itaporanga, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":2989},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Itaporanga · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.itaponews.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
MSN,msn.com,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":3112},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.msn.com/pt-br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
O PROGRESSO ITUVERAVA,oprogressodeituverava.com,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: Ituverava, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":11992},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Ituverava · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://oprogressodeituverava.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)"",""Venda de exemplares""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Noticiário em tempo real"",""Opinião/colunistas""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ÉNOIS,enoisconteudo.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":14241},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://enoisconteudo.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Doações diretas"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Parcerias""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
FOLHA DE ITUPEVA,folhadeitupeva.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: Itupeva, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":20039},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Itupeva · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.folhadeitupeva.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
O DEMOCRATA,odemocrata.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Roque, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18739},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Roque · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.odemocrata.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Conteúdo patrocinado"",""Publicidade gráfica (banners, pop-ups etc.)"",""Venda de exemplares""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Possui alguma edição impressa (secundária)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
TROVãO MíDIA,trovaomidia.com,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":20381},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.trovaomidia.com"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Parcerias"",""Publicidade (outros tipos)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Podcast""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
VOLT DATA LAB,voltdata.info,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13682},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.voltdata.info"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Parcerias"",""Prestação de serviços"",""Venda de relatórios/licenciamento de conteúdo""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Jornalismo de dados/Análise de dados""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BRASIL DE FATO,brasildefato.com.br,Jornalismo online · Sudeste,"Veículo do segmento online no Atlas da Notícia; localização: São Paulo, SP. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":4227},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""São Paulo · SP · Sudeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.brasildefato.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Parcerias"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Fact-checking"",""Jornalismo de dados/Análise de dados"",""Newsletters"",""Noticiário em tempo real"",""Opinião/colunistas"",""Podcast"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
